is_galaxy,event,subject_id,x,y,width,height
Áno,fpC-001907-g4-0172.jpg,82061080,561.0794067382812,34.28657913208008,52.08087158203125,81.67227554321289

Áno,fpC-005116-g5-0058.jpg,82720209,302.4125061035156,390.0875244140625,40,40.800018310546875

Áno,fpC-003635-z5-0104.jpg,82700409,457.6125183105469,153.28753662109375,24.79998779296875,83.19998168945312

Áno,fpC-001992-z3-0108.jpg,82061227,588.0125122070312,208.48748779296875,33.60003662109375,34.4000244140625

Áno,fpC-004678-g3-0053.jpg,82715933,280.50390625,190.171875,12.61328125,27.90625

Áno,fpC-005972-r6-0263.jpg,82866888,166.41250610351562,490.0874938964844,38.399993896484375,78.39999389648438

Áno,fpC-003650-r1-0054.jpg,82700571,85.734375,391.0234375,75.6875,68.9296875

Áno,fpC-002243-r2-0080.jpg,82670464,808.8125,514.0874938964844,39.20001220703125,47.999969482421875

Áno,fpC-001350-r6-0282.jpg,82667831,652.0125122070312,56.487510681152344,16,29.600021362304688

Áno,fpC-002379-i5-0065.jpg,82671533,610.76171875,263.3828125,11.6640625,26.5625

Áno,fpC-003894-r5-0157.jpg,82702749,449.1125183105469,245.28750610351562,20.79998779296875,22.399993896484375

Áno,fpC-003716-z3-0061.jpg,82067087,467.6484375,254.1875,19.73828125,17.7265625

Áno,fpC-001412-r4-0138.jpg,82060245,353.6125183105469,114.8875503540039,25.600006103515625,54.399986267089844

Áno,fpC-003031-i5-0110.jpg,82673801,580.96484375,231.28125,15.56640625,23.203125

Áno,fpC-002986-z4-0326.jpg,82064399,348.01251220703125,191.6875,40.79998779296875,91.20001220703125

Áno,fpC-004623-i2-0217.jpg,82711736,754.37890625,84.59375,15.82421875,33.0078125

Áno,fpC-002662-g6-0121.jpg,82671836,421.6125183105469,54.88751220703125,39.20001220703125,39.19999694824219

Áno,fpC-005071-z3-0180.jpg,82718142,208.3125,522.75,51,22

Áno,fpC-003818-i3-0180.jpg,82701708,382.3125,325.75,121,148

Áno,fpC-003894-g5-0157.jpg,82702700,278.7124938964844,483.6875305175781,35.20001220703125,23.20001220703125

Áno,fpC-002964-z3-0274.jpg,82064311,93.3125,287.75,33,58

Áno,fpC-005360-r2-0181.jpg,82728058,97.18787384033203,323.5084533691406,44.96837615966797,35.332275390625

Áno,fpC-002074-u3-0143.jpg,82061285,300.4630432128906,485.0379638671875,43.744659423828125,41.73760986328125

Áno,fpC-003813-g6-0206.jpg,82067453,101.64579010009766,28.645227432250977,37.487281799316406,24.210538864135742

Áno,fpC-001345-r2-0240.jpg,82667604,325.61248779296875,530.0874633789062,49.600006103515625,25.60003662109375

Áno,fpC-005087-g5-0133.jpg,82718515,272.3125,437.75,31,36

Áno,fpC-002247-r3-0088.jpg,82062295,107.2125015258789,179.6875,46.399986267089844,28

Áno,fpC-003560-z4-0074.jpg,82700115,234.3125,258.75,59,56

Áno,fpC-004646-g3-0311.jpg,82712878,677.8125,93.625,22,30

Áno,fpC-005087-z4-0271.jpg,82719127,671.3125,159.75,56,26

Áno,fpC-003177-i2-0289.jpg,82698756,332.9676208496094,78.3487548828125,14.76226806640625,23.619598388671875

Áno,fpC-003177-i2-0289.jpg,82698756,495.3523864746094,345.250244140625,28.93402099609375,21.25762939453125

Áno,fpC-003804-r6-0131.jpg,82067244,556.25,260.9666748046875,39,31

Áno,fpC-001462-r3-0434.jpg,82668690,89.9095687866211,91.54621124267578,60.000694274902344,55.556175231933594

Áno,fpC-003031-z4-0436.jpg,82685902,48.01250457763672,396.4875183105469,48.80000305175781,30.4000244140625

Áno,fpC-003031-z4-0436.jpg,82685902,416.8125305175781,470.8875427246094,37.5999755859375,45.599945068359375

Áno,fpC-002822-r5-0082.jpg,82063627,628.0125732421875,266.88751220703125,42.39996337890625,36

Áno,fpC-003518-g1-0096.jpg,82065657,190.25,201.96665954589844,39,31

Áno,fpC-005087-i6-0068.jpg,82718705,254.37710571289062,475.5621643066406,39.428955078125,18.37786865234375

Áno,fpC-006793-z2-0138.jpg,82867044,357.6125183105469,190.88751220703125,24.79998779296875,61.600006103515625

Áno,fpC-003177-i4-0127.jpg,82698763,743.25,24.966659545898438,28,23

Áno,fpC-000756-r6-0289.jpg,82059335,229.61248779296875,453.45001220703125,29.4000244140625,16

Áno,fpC-004623-g1-0358.jpg,82711521,667.8125,15.625,22,62

Áno,fpC-000752-u4-0433.jpg,82666728,246.41250610351562,135.6875,47.199981689453125,28.800033569335938

Áno,fpC-002126-i4-0298.jpg,82669722,250.32421875,303.10546875,16.9921875,18.76953125

Áno,fpC-001895-i4-0206.jpg,82669048,242.3466796875,88.21086883544922,34.44482421875,28.88922882080078

Áno,fpC-001895-i4-0206.jpg,82669048,402.3486022949219,271.54638671875,36.66705322265625,34.44488525390625

Áno,fpC-005935-r3-0047.jpg,82866814,198.50637817382812,114.07906341552734,21.148330688476562,30.299034118652344

Áno,fpC-000756-r2-0382.jpg,82666916,134.3125,332.75,55,65

Áno,fpC-000756-r2-0382.jpg,82666916,366.3125,307.75,30,30

Áno,fpC-000756-r2-0382.jpg,82666916,555.3125,416.75,20,36

Áno,fpC-001331-z6-0122.jpg,82059684,271.23590087890625,407.1035461425781,73.33416748046875,50.0006103515625

Áno,fpC-003180-g3-0065.jpg,82065035,239.89376831054688,294.3614196777344,24.931808471679688,29.524505615234375

Áno,fpC-004576-r1-0511.jpg,82709948,394.3125,500.75,48,25

Áno,fpC-001345-g3-0111.jpg,82059772,691.25,251.96665954589844,42,24.000015258789062

Áno,fpC-001336-g4-0055.jpg,82059722,547.5125122070312,322.88751220703125,31.20001220703125,65.60006713867188

Áno,fpC-001336-g4-0055.jpg,82059722,297.1125183105469,532.4876098632812,16.79998779296875,24

Áno,fpC-003900-r5-0274.jpg,82702999,47.49609375,50.38671875,37.8671875,31.59375

Áno,fpC-003900-r5-0274.jpg,82702999,433.03125,468.94921875,20.734375,19.1015625

Áno,fpC-003900-r5-0274.jpg,82702999,535.0234375,153.48828125,54.67578125,20.0546875

Áno,fpC-003698-z4-0052.jpg,82700730,347.8125,171.6875,44.79998779296875,21.600006103515625

Áno,fpC-003903-g3-0328.jpg,82703194,561.415771484375,103.76557159423828,40.000732421875,42.22290802001953

Áno,fpC-004649-z4-0266.jpg,82714417,695.421875,484.81640625,18.59765625,22.40234375

Áno,fpC-004649-z4-0266.jpg,82714417,303.0546875,293.171875,20.3515625,20.7890625

Áno,fpC-002328-g3-0146.jpg,82062793,317.3559265136719,449.1400146484375,39.21832275390625,37.513214111328125

Áno,fpC-002328-g3-0146.jpg,82062793,266.6887512207031,489.0891418457031,27.525909423828125,37.756744384765625

Áno,fpC-001412-i6-0261.jpg,82060234,626.717041015625,214.48182678222656,27.11944580078125,26.258499145507812

Áno,fpC-003031-g2-0440.jpg,82673739,447.69146728515625,497.1064147949219,82.22314453125,54.445098876953125

Áno,fpC-003031-g2-0440.jpg,82673739,754.3616333007812,399.3275146484375,47.77838134765625,38.889373779296875

Áno,fpC-003704-i5-0059.jpg,82700817,651.8125,190.625,33,27

Áno,fpC-003530-g2-0108.jpg,82065760,448.7401123046875,438.0938720703125,20,19

Áno,fpC-003530-g2-0108.jpg,82065760,812.746826171875,454.22760009765625,17,46

Áno,fpC-003838-r4-0128.jpg,82702203,244.75,271.9666748046875,32,30

Áno,fpC-002379-z5-0065.jpg,82062983,609.37109375,256.1015625,13.125,35.8671875

Áno,fpC-005071-g3-0121.jpg,82717608,234.41250610351562,220.48751831054688,33.600006103515625,47.199981689453125

Áno,fpC-003893-z1-0090.jpg,82702654,762.3125,454.75,30,26

Áno,fpC-002987-r1-0069.jpg,82064424,514.5721435546875,445.992919921875,81.112060546875,58.889617919921875

Áno,fpC-000752-g2-0472.jpg,82666625,229.61248779296875,234.08750915527344,49.600006103515625,31.999984741210938

Áno,fpC-002125-g4-0297.jpg,82061389,646.4203491210938,83.06163787841797,10.03521728515625,20.383987426757812

Áno,fpC-003184-i5-0017.jpg,82698976,190.97265625,275.34375,55.44921875,29.21484375

Áno,fpC-004550-g4-0081.jpg,82708242,188.80087280273438,268.2132873535156,40.000213623046875,22.22235107421875

Áno,fpC-003818-r5-0254.jpg,82701762,568.3125,33.75,51,29

Áno,fpC-001140-r2-0318.jpg,82059471,181.75440979003906,510.91845703125,27.894271850585938,18.2862548828125

Áno,fpC-003818-g1-0267.jpg,82067665,698.3125,371.75,48,49

Áno,fpC-005322-z2-0061.jpg,82727243,147.9765625,202.96875,36.75390625,35.80859375

Áno,fpC-005322-z2-0061.jpg,82727243,136.01953125,174.20703125,39.4140625,14.51953125

Áno,fpC-000752-r2-0483.jpg,82666691,642.9003295898438,28.405750274658203,43.739990234375,35.72099685668945

Áno,fpC-001345-i1-0540.jpg,82059793,178.8125,131.625,30,31

Áno,fpC-003903-i5-0198.jpg,82703248,501.02484130859375,44.87871551513672,53.33367919921875,55.555877685546875

Áno,fpC-004208-z1-0176.jpg,82705093,196.3125,470.625,31,39

Áno,fpC-002190-g2-0246.jpg,82061817,102.25,503.9666748046875,81,55

Áno,fpC-003900-i2-0098.jpg,82702881,805.8125,298.625,44,30

Áno,fpC-003712-g6-0040.jpg,82066826,621.612548828125,326.88751220703125,32.79998779296875,26.399993896484375

Áno,fpC-003712-g6-0040.jpg,82066826,296.01251220703125,397.2875061035156,44.79998779296875,24.00006103515625

Áno,fpC-004208-r5-0171.jpg,82705072,195.2125244140625,441.6500244140625,30.399993896484375,19.800018310546875

Áno,fpC-004208-r5-0171.jpg,82705072,194.71755981445312,342.1737365722656,22.310577392578125,19.7916259765625

Áno,fpC-000756-z3-0752.jpg,82059404,411.3125,408.625,36,19

Áno,fpC-002243-r2-0150.jpg,82062131,515.6832275390625,222.65692138671875,56.66741943359375,55.55621337890625

Áno,fpC-004674-r2-0080.jpg,82715556,209.09320068359375,260.3229675292969,18.6304931640625,16.43865966796875

Áno,fpC-004674-r2-0080.jpg,82715556,123.24678802490234,417.038330078125,29.58959197998047,14.6121826171875

Áno,fpC-003031-z3-0235.jpg,82064750,155.90370178222656,416.9704895019531,35.71282958984375,30.18585205078125

Áno,fpC-002326-g6-0245.jpg,82062673,716.8125,356.487548828125,40,37.600006103515625

Áno,fpC-003031-z5-0216.jpg,82064764,239.46566772460938,147.09976196289062,56.6676025390625,43.33404541015625

Áno,fpC-005194-g4-0686.jpg,82722735,116.3125,42.75,30,28

Áno,fpC-005194-g4-0686.jpg,82722735,97.3125,106.75,37,28

Áno,fpC-003187-z2-0024.jpg,82065233,219.15736389160156,494.6311950683594,23.245223999023438,17.046478271484375

Áno,fpC-003997-z5-0085.jpg,82704723,685.3764038085938,70.9869613647461,25.3128662109375,24.911026000976562

Áno,fpC-004007-i4-0102.jpg,82704850,308.8125,60.48750305175781,37.600006103515625,25.599998474121094

Áno,fpC-003712-g1-0112.jpg,82066794,211.02322387695312,387.10284423828125,108.8895263671875,115.55624389648438

Áno,fpC-003804-r4-0072.jpg,82067228,473.8125,460.625,32,28

Áno,fpC-003918-i4-0359.jpg,82703782,467.2124938964844,290.88751220703125,35.20001220703125,18.399993896484375

Áno,fpC-003918-i4-0359.jpg,82703782,194.41250610351562,490.0874938964844,17.600006103515625,28.000030517578125

Áno,fpC-005308-z6-0136.jpg,82725543,212.27734375,359.28125,32.5546875,12.65234375

Áno,fpC-005308-z6-0136.jpg,82725543,128.64453125,439.24609375,19.48828125,20.2890625

Áno,fpC-005308-z6-0136.jpg,82725543,198.09375,557.9296875,22.10546875,16.49609375

Áno,fpC-003180-i3-0065.jpg,82698888,235.3125,295.75,29,30

Áno,fpC-003180-i3-0065.jpg,82698888,302.3125,506.75,31,20

Áno,fpC-003530-r4-0112.jpg,82699880,294.5694885253906,375.9920959472656,40.000457763671875,43.333831787109375

Áno,fpC-003530-r4-0112.jpg,82699880,620.1289672851562,452.6596984863281,48.88946533203125,28.889190673828125

Áno,fpC-003909-r5-0074.jpg,82703562,172.37454223632812,197.83778381347656,17.767669677734375,34.22462463378906

Áno,fpC-001458-r5-0683.jpg,82668402,533.612548828125,428.4875183105469,35.20001220703125,39.199981689453125

Áno,fpC-004344-g4-0189.jpg,82705348,560.8125,378.625,47,48

Áno,fpC-002989-u6-0016.jpg,82064481,304.8125305175781,398.8875732421875,60.79998779296875,36.800048828125

Áno,fpC-002989-u6-0016.jpg,82064481,345.61248779296875,257.2875061035156,40.800018310546875,40

Áno,fpC-002989-u6-0016.jpg,82064481,632.8125610351562,122.88750457763672,32.79998779296875,36.800010681152344

Áno,fpC-002326-r6-0173.jpg,82671157,758.3125,460.625,40,46

Áno,fpC-002391-r4-0199.jpg,82063037,560.8017578125,131.3722381591797,23.07305908203125,24.106170654296875

Áno,fpC-004646-r2-0071.jpg,82713110,417.3125,68.75,46,43

Áno,fpC-002126-g6-0269.jpg,82669705,258.3125,382.75,48,69

Áno,fpC-003841-i2-0175.jpg,82702386,557.11279296875,23.446147918701172,24.20013427734375,27.26775360107422

Áno,fpC-001462-g2-0109.jpg,82060573,633.612548828125,355.68743896484375,46.39996337890625,87.20001220703125

Áno,fpC-004576-r3-0123.jpg,82709986,793.4644165039062,93.7665023803711,68.88970947265625,114.44579315185547

Áno,fpC-003699-i1-0081.jpg,82700749,616.8125,254.08755493164062,68,57.600006103515625

Áno,fpC-003699-i1-0081.jpg,82700749,591.9522094726562,512.8155517578125,44.9097900390625,41.00457763671875

Áno,fpC-003900-g3-0424.jpg,82702823,534.3125,478.75,28,30

Áno,fpC-003647-r4-0144.jpg,82066341,704.8125,330.625,48,26

Áno,fpC-003647-r4-0144.jpg,82066341,611.8125,337.625,37,24

Áno,fpC-003992-r2-0130.jpg,82704535,224.01251220703125,390.0874938964844,52.79998779296875,24.800018310546875

Áno,fpC-002961-r5-0076.jpg,82064140,419.2124938964844,30.08750343322754,20,37.60001182556152

Áno,fpC-003015-r1-0237.jpg,82673636,671.3125,221.75,44,60

Áno,fpC-003015-r1-0237.jpg,82673636,368.1982727050781,267.8717346191406,19.61016845703125,17.69696044921875

Áno,fpC-005194-g6-0608.jpg,82722821,698.92578125,222.1953125,30.2109375,28.5625

Áno,fpC-005194-g6-0608.jpg,82722821,831.1484375,464.75,16.7265625,24.19140625

Áno,fpC-002826-i6-0213.jpg,82672575,513.9729614257812,98.2772445678711,37.47760009765625,40.884666442871094

Áno,fpC-002826-i6-0213.jpg,82672575,773.4771118164062,176.63954162597656,32.366943359375,36.90977478027344

Áno,fpC-002826-i6-0213.jpg,82672575,729.1853637695312,255.0018310546875,43.15606689453125,32.93487548828125

Áno,fpC-002826-i6-0213.jpg,82672575,599.3242797851562,441.9716491699219,16.8905029296875,27.400238037109375

Áno,fpC-002826-i6-0213.jpg,82672575,556.1595458984375,429.2099609375,19.893310546875,21.770111083984375

Áno,fpC-002826-i6-0213.jpg,82672575,550.1541137695312,473.8759765625,24.772705078125,15.38916015625

Áno,fpC-001462-u5-0404.jpg,82668803,156.01251220703125,143.68751525878906,85.5999755859375,80.80000305175781

Áno,fpC-000756-r4-0375.jpg,82666937,296.01251220703125,242.08750915527344,38.399993896484375,21.599990844726562

Áno,fpC-002379-i5-0137.jpg,82062966,637.8861694335938,399.94891357421875,43.69622802734375,37.200897216796875

Áno,fpC-002989-r1-0064.jpg,82064467,59.3125,199.75,25,38

Áno,fpC-002883-i3-0189.jpg,82063974,374.670654296875,466.0776672363281,22.79547119140625,22.322784423828125

Áno,fpC-002883-i3-0189.jpg,82063974,406.12109375,390.1953125,10.4296875,19.03515625

Áno,fpC-002740-r5-0156.jpg,82672265,617.4430541992188,78.19986724853516,31.75201416015625,65.44799041748047

Áno,fpC-003631-i2-0127.jpg,82066128,148.23587036132812,337.23016357421875,25.828033447265625,20.5667724609375

Áno,fpC-002662-g4-0147.jpg,82671820,531.0257568359375,482.661865234375,33.333740234375,40.00042724609375

Áno,fpC-003631-i1-0486.jpg,82700256,203.82281494140625,40.44777297973633,72.54461669921875,89.65423202514648

Áno,fpC-004569-i1-0266.jpg,82708967,565.3125,165.75,61,53

Áno,fpC-003185-g3-0110.jpg,82699007,365.3509521484375,106.2856674194336,25.9815673828125,15.352745056152344

Áno,fpC-003226-g6-0030.jpg,82699231,650.8125,224.625,48,37

Áno,fpC-003919-z3-0238.jpg,82703993,773.6759033203125,87.14115905761719,22.5330810546875,19.98217010498047

Áno,fpC-005935-i4-0067.jpg,82866806,301.3125,35.625,30,26

Áno,fpC-005935-i4-0067.jpg,82866806,152.3125,216.625,19,26

Áno,fpC-001350-r2-0440.jpg,82060000,764.01953125,399.3256530761719,41.111572265625,24.444732666015625

Áno,fpC-003840-r3-0252.jpg,82702293,399.4698181152344,116.66146850585938,40.655029296875,20.983261108398438

Áno,fpC-005080-i2-0236.jpg,82718276,450.11285400390625,403.37274169921875,47.38970947265625,31.936553955078125

Áno,fpC-004264-g1-0215.jpg,82705115,665.3125,166.75,33,38

Áno,fpC-004628-i5-0093.jpg,82712474,83.25,60.96665954589844,33,18

Áno,fpC-003388-g3-0101.jpg,82699496,298.76171875,479.234375,32.66015625,58.9921875

Áno,fpC-005183-i1-0269.jpg,82721596,582.7701416015625,224.52772521972656,40.033447265625,45.19905090332031

Áno,fpC-006793-r6-0086.jpg,82867032,225.255126953125,200.462646484375,30.33837890625,31.409133911132812

Áno,fpC-003919-z2-0296.jpg,82703984,737.612548828125,516.4874877929688,44.79998779296875,38.4000244140625

Áno,fpC-002986-i3-0308.jpg,82064345,489.00030517578125,332.1347351074219,26.9730224609375,29.889007568359375

Áno,fpC-001350-g5-0398.jpg,82667747,216.01248168945312,10.087509155273438,50.399993896484375,62.40000915527344

Áno,fpC-003704-r6-0072.jpg,82066596,385.4124450683594,215.68753051757812,44.800048828125,140

Áno,fpC-003841-r2-0298.jpg,82702409,290.4125061035156,405.2874450683594,128.80001831054688,39.2000732421875

Áno,fpC-003841-r2-0298.jpg,82702409,520.8125,158.08746337890625,17.5999755859375,40

Áno,fpC-003841-r2-0298.jpg,82702409,720.0125122070312,256.4875183105469,21.60003662109375,36.79998779296875

Áno,fpC-003841-r2-0298.jpg,82702409,164.01251220703125,174.88748168945312,40.79998779296875,17.600006103515625

Áno,fpC-003841-r2-0298.jpg,82702409,552.8125,314.8874816894531,33.60003662109375,17.600006103515625

Áno,fpC-003325-z1-0200.jpg,82065492,668.4166870117188,280.9666748046875,70,37

Áno,fpC-003177-i3-0195.jpg,82064943,399.3125,477.75,39,38

Áno,fpC-005061-z1-0384.jpg,82717397,471.024658203125,411.54742431640625,37.778045654296875,31.111328125

Áno,fpC-002987-g3-0057.jpg,82064411,257.5085754394531,201.42002868652344,19.02691650390625,38.05378723144531

Áno,fpC-002125-r4-0161.jpg,82669600,70.25,174.96665954589844,63,26

Áno,fpC-002583-g3-0078.jpg,82063083,528.8125610351562,342.0874938964844,29.5999755859375,34.4000244140625

Áno,fpC-002247-r5-0247.jpg,82062311,424.8046875,486.39453125,23.6328125,28.2890625

Áno,fpC-004600-i4-0042.jpg,82711463,765.9258422851562,61.820072174072266,23.80670166015625,27.63778305053711

Áno,fpC-003031-i3-0235.jpg,82673785,146.41250610351562,415.6875,48,45.600006103515625

Áno,fpC-004649-i2-0180.jpg,82713755,360.3125,21.625,30,30

Áno,fpC-004649-i2-0180.jpg,82713755,603.3125,268.625,21,26

Áno,fpC-002738-g6-0162.jpg,82063330,642.8125,406.625,34,27

Áno,fpC-003664-i5-0101.jpg,82700608,286.3125,161.75,25,57

Áno,fpC-002830-r4-0141.jpg,82063808,485.25,88.96665954589844,20,55

Áno,fpC-003562-i4-0031.jpg,82700122,810.5786743164062,21.215669631958008,28.9390869140625,15.098684310913086

Áno,fpC-003059-g1-0045.jpg,82064771,340.8125,210.0875244140625,28.79998779296875,52

Áno,fpC-003059-g1-0045.jpg,82064771,479.2124938964844,113.28755950927734,35.200042724609375,20.79999542236328

Áno,fpC-003177-g4-0271.jpg,82064929,541.9765014648438,328.20233154296875,37.9146728515625,24.407012939453125

Áno,fpC-003705-g4-0268.jpg,82066642,655.587646484375,105.54693603515625,24.40191650390625,15.454544067382812

Áno,fpC-002074-i3-0111.jpg,82669377,441.7920227050781,186.25149536132812,37.73870849609375,27.701812744140625

Áno,fpC-005935-r3-0252.jpg,82866816,471.2124938964844,261.2875061035156,84.00003051757812,79.99993896484375

Áno,fpC-001462-z5-0404.jpg,82060861,165.3125,162.625,70,48

Áno,fpC-003184-z3-0088.jpg,82065137,387.669921875,527.1896362304688,41.133544921875,22.958251953125

Áno,fpC-003712-g2-0163.jpg,82066804,607.8125,230.625,61,45

Áno,fpC-002328-r6-0061.jpg,82062830,267.84796142578125,423.7697448730469,25.555694580078125,33.33349609375

Áno,fpC-001345-g1-0540.jpg,82059758,174.85772705078125,129.66738891601562,36.587432861328125,30.7490234375

Áno,fpC-003031-g5-0068.jpg,82673759,530.234375,537.48046875,25.41796875,13.3125

Áno,fpC-002986-g4-0297.jpg,82064334,245.25,65.96665954589844,41,32

Áno,fpC-002243-g4-0113.jpg,82062077,571.3125,317.75,26,26

Áno,fpC-002243-g4-0113.jpg,82062077,118.3125,224.75,22,29

Áno,fpC-002738-i6-0162.jpg,82063357,633.9284057617188,413.4200134277344,51.83184814453125,24.275726318359375

Áno,fpC-005308-u1-0114.jpg,82725419,700.8125610351562,177.28750610351562,49.5999755859375,34.399993896484375

Áno,fpC-002137-g3-0270.jpg,82669897,667.25,46.96665954589844,24,19

Áno,fpC-003818-i1-0190.jpg,82067695,418.4125061035156,531.6875,45.60003662109375,16.79998779296875

Áno,fpC-003818-i1-0190.jpg,82067695,102.4124984741211,168.487548828125,22.400009155273438,36.79998779296875

Áno,fpC-003015-z3-0413.jpg,82064603,275.4672546386719,44.87898254394531,80.00091552734375,33.33372497558594

Áno,fpC-003187-g5-0198.jpg,82065188,228.01251220703125,229.28750610351562,43.199981689453125,27.20001220703125

Áno,fpC-003187-g5-0198.jpg,82065188,396.01251220703125,438.88751220703125,27.999969482421875,16

Áno,fpC-003704-r2-0110.jpg,82066585,778.4285888671875,341.3117980957031,12.9979248046875,35.752349853515625

Áno,fpC-003704-r2-0110.jpg,82066585,165.58932495117188,162.98416137695312,41.136322021484375,20.504440307617188

Áno,fpC-002334-i3-0074.jpg,82062902,540.3125,364.625,26,25

Áno,fpC-005115-g1-0122.jpg,82719839,604.204345703125,140.41708374023438,55.80828857421875,26.647201538085938

Áno,fpC-005115-g1-0122.jpg,82719839,671.07373046875,263.5975341796875,27.65277099609375,16.591644287109375

Áno,fpC-005115-g1-0122.jpg,82719839,506.64788818359375,384.0424499511719,14.514404296875,24.19061279296875

Áno,fpC-002391-i3-0159.jpg,82671604,216.3125,106.75,41,36

Áno,fpC-004576-g3-0199.jpg,82709502,811.8125,23.625,27,34

Áno,fpC-004576-z4-0333.jpg,82710569,376.01251220703125,294.0874938964844,35.199981689453125,37.600006103515625

Áno,fpC-004576-z4-0333.jpg,82710569,431.2124938964844,322.88751220703125,38.4000244140625,35.199981689453125

Áno,fpC-002964-i1-0422.jpg,82673194,374.3575134277344,317.1024475097656,35.55572509765625,38.889129638671875

Áno,fpC-003716-r3-0061.jpg,82067042,424.0124816894531,160.48753356933594,46.4000244140625,28

Áno,fpC-001350-g6-0319.jpg,82667755,729.612548828125,300.4875183105469,54.4000244140625,30.399993896484375

Áno,fpC-001350-g6-0319.jpg,82667755,661.6124877929688,462.0874938964844,54.4000244140625,48

Áno,fpC-002328-g3-0060.jpg,82671264,558.8111572265625,176.728759765625,48.7725830078125,24.572463989257812

Áno,fpC-005308-r6-0094.jpg,82725407,219.97543334960938,119.4839859008789,17.128341674804688,22.17443084716797

Áno,fpC-004469-i1-0339.jpg,82705742,670.25,249.96665954589844,56,58.00001525878906

Áno,fpC-002864-g1-0249.jpg,82063908,656.8125610351562,149.28750610351562,20.79998779296875,46.399993896484375

Áno,fpC-002248-g4-0259.jpg,82670801,200.82455444335938,138.8003692626953,30.683700561523438,13.3272705078125

Áno,fpC-002248-g4-0259.jpg,82670801,244.25906372070312,474.8847961425781,18.87548828125,13.441650390625

Áno,fpC-005038-z2-0026.jpg,82716573,440.1268005371094,98.21098327636719,42.222747802734375,80.00096130371094

Áno,fpC-001402-r4-0079.jpg,82668020,109.25,383.9666748046875,43,31

Áno,fpC-003031-u1-0264.jpg,82064707,505.9385681152344,146.74061584472656,29.884002685546875,40.11827087402344

Áno,fpC-001453-r2-0093.jpg,82668246,436.8125305175781,91.68750762939453,48,44.800010681152344

Áno,fpC-002825-z3-0114.jpg,82063685,585.25,137.96665954589844,31,25

Áno,fpC-003031-g4-0355.jpg,82064631,668.8125,438.625,54,23

Áno,fpC-005061-r3-0146.jpg,82717155,240.56915283203125,242.58750915527344,37.25860595703125,21.556808471679688

Áno,fpC-005061-r3-0146.jpg,82717155,585.5912475585938,237.663330078125,32.01116943359375,26.377227783203125

Áno,fpC-002662-i2-0142.jpg,82671848,595.641357421875,176.29473876953125,14.7373046875,14.327957153320312

